episode_id,queue_id,customers,service_times,delay_times,predicted_wait,actual_wait
2090,1,7,"[16, 24, 13, 22, 10, 11, 12]","[60, 0, 7, 0, 12, 0, 0]",108,188.0645935062257
2090,2,6,"[24, 9, 7, 8, 12, 5]","[0, 0, 0, 0, 37, 30]",65,135.21486605050336
2091,0,12,"[18, 8, 9, 17, 25, 16, 22, 6, 24, 13, 18, 23]","[0, 0, 0, 60, 0, 0, 0, 12, 22, 0, 0, 0]",199,291.37915726604734
2091,1,8,"[17, 22, 23, 7, 9, 10, 22, 11]","[0, 0, 0, 0, 0, 0, 0, 10]",121,128.85688885413938
2091,2,2,"[22, 5]","[0, 0]",27,29.970791507653498
2091,3,3,"[11, 12, 11]","[0, 0, 0]",34,32.44000925532297
2092,0,8,"[7, 12, 18, 20, 8, 10, 8, 10]","[0, 0, 0, 0, 0, 0, 0, 0]",93,91.05426435211317
2092,1,4,"[21, 22, 24, 14]","[0, 0, 0, 0]",81,82.33206683903427
2093,0,12,"[8, 15, 6, 6, 7, 16, 11, 22, 14, 5, 13, 14]","[8, 0, 10, 0, 0, 0, 0, 0, 0, 0, 28, 0]",137,181.4368444986174
2093,1,6,"[22, 24, 24, 21, 19, 20]","[9, 0, 0, 0, 14, 0]",130,152.25211628633753
2093,2,9,"[7, 20, 21, 25, 20, 5, 6, 6, 16]","[0, 12, 0, 0, 0, 34, 9, 0, 0]",126,178.3276551949045
2093,3,12,"[5, 8, 18, 13, 23, 17, 8, 25, 5, 12, 19, 8]","[0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 5]",161,172.19992638643058
2093,4,7,"[19, 19, 18, 15, 8, 13, 14]","[0, 11, 0, 0, 0, 0, 0]",106,116.93072316025079
2094,0,11,"[6, 12, 5, 20, 25, 5, 13, 24, 21, 5, 21]","[0, 41, 0, 0, 0, 0, 0, 12, 0, 11, 0]",157,218.15135030076777
2094,1,3,"[8, 25, 20]","[0, 0, 0]",53,54.82335321635368
2094,2,9,"[12, 11, 5, 16, 23, 14, 25, 11, 13]","[0, 0, 7, 0, 0, 0, 0, 0, 0]",130,136.2173598455918
2095,0,9,"[22, 13, 5, 6, 14, 11, 6, 14, 18]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",109,111.86054352121667
2095,1,9,"[5, 19, 12, 18, 15, 10, 19, 7, 23]","[53, 11, 0, 0, 0, 0, 0, 0, 0]",128,189.8589786239995
2096,0,4,"[24, 21, 25, 25]","[0, 0, 0, 0]",95,99.06266214944903
2096,1,11,"[6, 17, 11, 21, 19, 21, 12, 17, 25, 19, 14]","[0, 0, 24, 0, 0, 15, 12, 0, 5, 0, 0]",182,239.17240919558762
2096,2,3,"[19, 20, 5]","[0, 0, 36]",44,78.45557425875842
2096,3,10,"[11, 16, 22, 8, 12, 24, 24, 13, 23, 6]","[0, 0, 48, 58, 0, 0, 0, 0, 42, 0]",159,309.8044148311584
2096,4,9,"[13, 5, 21, 21, 23, 6, 24, 14, 16]","[0, 0, 0, 35, 0, 0, 52, 0, 0]",143,227.3456473409208
2096,5,2,"[20, 23]","[0, 0]",43,40.00827928352534
2097,0,4,"[18, 7, 10, 16]","[0, 0, 0, 0]",51,51.84393415559827
2097,1,12,"[8, 20, 24, 16, 12, 18, 23, 18, 7, 24, 24, 22]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",216,216.46640193993605
2097,2,11,"[18, 14, 23, 13, 17, 15, 8, 13, 14, 13, 9]","[0, 0, 0, 0, 11, 50, 0, 0, 0, 0, 0]",157,222.97776377570136
2097,3,1,[6],[5],6,8.643540704821092
2097,4,10,"[15, 5, 11, 12, 8, 20, 6, 21, 22, 6]","[0, 0, 0, 0, 0, 31, 0, 0, 0, 0]",126,154.1366902852701
2098,0,10,"[20, 24, 13, 21, 25, 6, 11, 14, 5, 23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",162,159.75779292095552
2098,1,7,"[19, 23, 19, 23, 12, 22, 24]","[0, 0, 0, 0, 0, 0, 0]",142,146.74174541661753
2099,0,5,"[8, 17, 8, 16, 10]","[0, 0, 0, 0, 0]",59,61.814353164634575
2099,1,3,"[9, 16, 7]","[0, 0, 0]",32,29.56735273336819
2099,2,3,"[19, 23, 7]","[0, 14, 0]",49,65.64355777454139
2099,3,6,"[22, 25, 16, 19, 24, 8]","[0, 0, 0, 0, 0, 0]",114,116.19716574452127
2100,0,4,"[20, 16, 12, 20]","[0, 0, 0, 0]",68,68.49767065209905
2100,1,8,"[17, 8, 18, 19, 23, 16, 14, 12]","[8, 0, 0, 0, 0, 0, 0, 14]",127,147.4057253705627
2100,2,7,"[20, 9, 14, 10, 20, 12, 24]","[0, 0, 0, 0, 0, 0, 0]",109,111.32116129653895
2100,3,6,"[14, 19, 24, 24, 11, 12]","[0, 0, 0, 0, 0, 0]",104,101.34183679039252
2100,4,2,"[24, 21]","[0, 0]",45,44.34828970726975
2101,0,9,"[22, 22, 15, 18, 24, 6, 11, 25, 5]","[0, 0, 35, 0, 14, 43, 0, 0, 0]",148,242.0566902422941
2101,1,9,"[10, 6, 12, 7, 18, 11, 16, 9, 18]","[0, 0, 0, 42, 0, 0, 0, 9, 0]",107,157.15624951863725
2101,2,11,"[25, 7, 13, 13, 21, 11, 18, 6, 10, 19, 17]","[0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0]",160,168.60266255938478
2101,3,9,"[23, 24, 8, 23, 25, 23, 22, 20, 6]","[5, 0, 0, 0, 0, 0, 0, 0, 35]",174,213.24648973782772
2102,0,12,"[7, 20, 23, 14, 22, 12, 10, 5, 18, 11, 20, 12]","[0, 0, 0, 0, 0, 10, 0, 0, 6, 0, 0, 0]",174,189.6136970345787
2102,1,3,"[18, 23, 25]","[0, 0, 0]",66,67.62421412608505
2103,0,3,"[17, 22, 9]","[0, 0, 39]",48,86.06586869957324
2103,1,1,[13],[0],13,14.610093823564217
2104,0,10,"[16, 18, 6, 24, 21, 13, 6, 23, 18, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",157,158.33011225017626
2104,1,2,"[14, 15]","[10, 0]",29,37.2782772519598
2104,2,4,"[8, 15, 16, 17]","[0, 0, 0, 0]",56,57.539002783392085
2104,3,2,"[20, 23]","[38, 35]",43,115.036827628389
2105,0,10,"[25, 24, 6, 9, 7, 18, 6, 12, 22, 16]","[0, 0, 0, 0, 37, 0, 0, 0, 0, 0]",145,182.10305432741694
2105,1,8,"[21, 25, 13, 19, 17, 22, 13, 25]","[0, 0, 11, 0, 0, 0, 0, 0]",155,167.07252270461416
2106,0,1,[20],[0],20,24.300411486653523
2106,1,3,"[16, 9, 14]","[47, 27, 0]",39,114.01325123635591
2106,2,3,"[16, 5, 11]","[0, 0, 0]",32,33.03841855094459
2106,3,10,"[25, 21, 13, 7, 10, 14, 5, 20, 13, 23]","[0, 0, 0, 5, 0, 29, 0, 0, 0, 0]",151,188.1182235689128
2107,0,5,"[19, 19, 5, 25, 23]","[0, 0, 0, 0, 0]",91,92.08156101232173
2107,1,6,"[6, 21, 22, 9, 7, 12]","[0, 12, 0, 0, 7, 0]",77,98.48542070687074
2107,2,1,[14],[0],14,16.111412612017652
2107,3,4,"[8, 21, 22, 5]","[0, 5, 33, 0]",56,93.13817584222885
2108,0,12,"[22, 17, 17, 20, 21, 11, 18, 25, 15, 24, 5, 5]","[0, 0, 0, 31, 0, 0, 15, 0, 0, 0, 0, 0]",200,247.55481271976927
2108,1,10,"[5, 15, 15, 13, 6, 10, 14, 19, 8, 16]","[24, 0, 0, 0, 0, 0, 0, 0, 0, 0]",121,149.72300183829296
2108,2,12,"[7, 18, 16, 6, 8, 20, 6, 10, 23, 6, 19, 25]","[0, 0, 0, 0, 32, 5, 0, 0, 0, 0, 0, 12]",164,211.2516443029249
2108,3,10,"[17, 22, 7, 10, 17, 5, 21, 10, 23, 13]","[32, 0, 0, 0, 0, 0, 0, 0, 0, 0]",145,179.83395015700458
2108,4,7,"[10, 21, 17, 25, 21, 11, 23]","[0, 0, 0, 0, 0, 0, 0]",128,132.32198499578078
2108,5,5,"[11, 21, 21, 5, 11]","[0, 0, 0, 0, 7]",69,76.37602888697586
2109,0,8,"[7, 21, 12, 18, 23, 15, 15, 14]","[0, 0, 0, 0, 0, 0, 0, 0]",125,122.97776112248748
2109,1,4,"[19, 18, 24, 25]","[0, 0, 0, 13]",86,97.08498532324361
2109,2,12,"[12, 25, 8, 14, 13, 15, 12, 18, 8, 21, 9, 20]","[13, 0, 58, 0, 0, 0, 24, 0, 0, 0, 0, 0]",175,269.7843977525546
2110,0,10,"[13, 14, 8, 13, 10, 7, 13, 9, 24, 11]","[0, 0, 0, 12, 0, 0, 0, 0, 0, 0]",122,132.70555381555775
2110,1,3,"[19, 7, 21]","[0, 0, 0]",47,49.393143354447915
2110,2,6,"[10, 10, 22, 19, 6, 10]","[0, 0, 0, 0, 0, 0]",77,76.22120015600383
2110,3,11,"[12, 9, 25, 12, 22, 8, 18, 14, 15, 19, 16]","[0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0]",170,181.21157409805193
2111,0,8,"[16, 23, 12, 6, 12, 22, 6, 6]","[28, 0, 0, 0, 0, 0, 0, 0]",103,132.52180322410993
2111,1,2,"[5, 20]","[0, 0]",25,22.187175652232177
2111,2,3,"[10, 19, 15]","[0, 0, 0]",44,47.36803141783923
2111,3,2,"[18, 24]","[15, 0]",42,57.27550327541788
2112,0,9,"[7, 21, 23, 19, 24, 12, 12, 22, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",154,156.3867556592797
2112,1,9,"[19, 15, 6, 17, 15, 16, 6, 14, 5]","[0, 0, 0, 0, 0, 0, 0, 34, 0]",113,148.90517906152084
2112,2,10,"[21, 6, 10, 25, 11, 12, 12, 22, 20, 25]","[0, 0, 30, 14, 0, 0, 0, 0, 0, 0]",164,209.53381239848792
2112,3,5,"[17, 19, 13, 6, 10]","[0, 0, 0, 0, 0]",65,64.37741598095909
2112,4,2,"[24, 12]","[10, 15]",36,65.84309254449799
2113,0,9,"[13, 9, 22, 24, 9, 25, 12, 17, 7]","[0, 0, 32, 0, 0, 0, 0, 0, 0]",138,172.40923479933065
2113,1,11,"[12, 25, 18, 24, 17, 9, 13, 20, 8, 21, 22]","[0, 0, 26, 0, 0, 12, 0, 0, 25, 0, 7]",189,263.1145930846932
2114,0,7,"[20, 23, 7, 14, 22, 16, 16]","[0, 0, 0, 0, 0, 0, 36]",118,157.9577986997843
2114,1,1,[22],[0],22,23.63324656447123
2114,2,6,"[16, 25, 17, 7, 25, 14]","[0, 0, 0, 6, 0, 15]",104,125.91186296593298
2114,3,9,"[5, 16, 22, 19, 23, 15, 10, 23, 18]","[0, 10, 0, 0, 0, 0, 0, 0, 0]",151,165.9291173387522
2115,0,10,"[23, 15, 24, 7, 21, 23, 21, 9, 5, 8]","[12, 0, 0, 12, 12, 9, 0, 0, 0, 0]",156,205.7830895633995
2115,1,8,"[13, 16, 6, 23, 13, 25, 10, 10]","[5, 0, 0, 22, 0, 0, 10, 0]",116,156.2446520158338
2115,2,2,"[10, 23]","[0, 0]",33,32.755719941034904
2116,0,6,"[5, 16, 25, 5, 15, 21]","[0, 0, 0, 0, 0, 39]",87,127.02405913429719
2116,1,3,"[10, 5, 22]","[0, 0, 0]",37,34.06650101811354
2117,0,7,"[13, 5, 15, 23, 25, 5, 12]","[0, 0, 0, 0, 0, 0, 0]",98,96.0425993062834
2117,1,12,"[18, 25, 13, 25, 10, 7, 6, 10, 22, 11, 15, 17]","[6, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]",179,190.84695964807997
2117,2,7,"[20, 8, 11, 21, 16, 22, 6]","[0, 10, 0, 0, 0, 0, 35]",104,149.2042779070652
2117,3,6,"[5, 13, 6, 7, 10, 24]","[0, 0, 0, 5, 0, 0]",65,68.4937063809437
2117,4,7,"[8, 9, 11, 15, 7, 19, 14]","[0, 0, 0, 0, 0, 0, 0]",83,84.43054575075428
2118,0,3,"[8, 16, 11]","[0, 0, 0]",35,36.44163250310898
2118,1,4,"[15, 10, 9, 23]","[0, 0, 0, 0]",57,58.2707750379124
2118,2,2,"[24, 14]","[0, 0]",38,36.31487747736891
2118,3,11,"[9, 22, 24, 25, 13, 17, 10, 21, 16, 22, 16]","[34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",195,226.94956096150517
2118,4,4,"[23, 5, 10, 15]","[0, 0, 0, 0]",53,52.325069722387944
2118,5,3,"[5, 17, 17]","[0, 0, 0]",39,42.0490450748501
2119,0,2,"[22, 6]","[0, 0]",28,32.12375244597806
2119,1,10,"[18, 6, 22, 19, 22, 9, 10, 5, 17, 12]","[0, 0, 0, 0, 36, 0, 0, 0, 0, 0]",140,175.88576873767389
2120,0,2,"[20, 17]","[0, 0]",37,38.51035921949985
2120,1,11,"[25, 20, 24, 9, 13, 15, 20, 16, 25, 5, 18]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",190,194.12442204410866
2121,0,11,"[23, 16, 16, 20, 19, 5, 12, 22, 20, 22, 11]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0]",186,211.772908029314
2121,1,11,"[25, 11, 25, 13, 21, 24, 23, 16, 20, 25, 25]","[0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 29]",228,268.831158936203
2121,2,1,[11],[0],11,15.576240292047814
2121,3,4,"[6, 5, 17, 15]","[0, 53, 0, 0]",43,98.79101266946418
2122,0,10,"[8, 24, 15, 6, 14, 13, 20, 24, 13, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",148,151.0833973508908
2122,1,4,"[21, 23, 21, 7]","[0, 0, 0, 0]",72,76.75853471855602
2122,2,11,"[16, 6, 8, 16, 16, 6, 18, 6, 16, 15, 18]","[27, 0, 0, 7, 0, 0, 36, 10, 0, 22, 0]",141,243.01567952624262
2122,3,11,"[25, 14, 11, 16, 19, 24, 14, 10, 15, 6, 25]","[35, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0]",179,225.27505288507723
2122,4,8,"[21, 9, 17, 12, 19, 23, 18, 12]","[0, 0, 0, 0, 0, 0, 10, 0]",131,145.3876676357792
2123,0,9,"[21, 6, 17, 11, 10, 11, 25, 14, 9]","[0, 41, 0, 0, 11, 0, 12, 0, 0]",124,189.31503124985724
2123,1,12,"[16, 11, 12, 6, 25, 6, 6, 7, 14, 22, 16, 24]","[0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 11, 0]",165,219.41559759153807
2123,2,9,"[8, 6, 7, 25, 19, 22, 20, 11, 5]","[0, 13, 0, 0, 11, 0, 0, 0, 0]",123,151.96467824011677
2124,0,5,"[5, 7, 8, 17, 14]","[0, 0, 34, 0, 0]",51,82.91718265132548
2124,1,4,"[8, 8, 7, 9]","[0, 0, 0, 0]",32,31.287414759962616
2124,2,1,[9],[13],9,22.565617285482688
2124,3,9,"[20, 22, 5, 6, 23, 10, 13, 25, 11]","[0, 0, 52, 0, 0, 0, 0, 0, 0]",135,190.37640254568146
2125,0,5,"[11, 6, 22, 22, 21]","[0, 0, 0, 0, 0]",82,82.99701693127045
2125,1,5,"[14, 9, 9, 20, 21]","[0, 0, 0, 0, 0]",73,74.39545374303064
2125,2,3,"[25, 20, 25]","[0, 0, 0]",70,70.95806260811747
2125,3,1,[13],[0],13,10.143348111369203
2125,4,2,"[16, 23]","[10, 0]",39,53.17451612768929
2125,5,11,"[23, 5, 17, 25, 17, 7, 23, 20, 19, 15, 15]","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]",186,188.49934209472823
2126,0,6,"[10, 22, 5, 20, 18, 25]","[0, 11, 9, 0, 0, 0]",100,118.46145044578554
2126,1,10,"[14, 23, 20, 12, 10, 19, 9, 9, 23, 22]","[0, 0, 0, 39, 0, 0, 6, 0, 0, 0]",161,210.89669335763992
2126,2,2,"[15, 25]","[0, 0]",40,42.896620740131254
2126,3,1,[17],[0],17,21.32403954649498
2127,0,3,"[15, 17, 14]","[0, 0, 0]",46,48.49085588881917
2127,1,7,"[6, 14, 24, 15, 25, 10, 17]","[7, 0, 0, 0, 0, 7, 0]",111,126.87027845201213
2127,2,6,"[14, 13, 6, 18, 13, 5]","[36, 0, 0, 0, 0, 0]",69,108.05881839875416
2128,0,6,"[18, 18, 25, 6, 17, 6]","[0, 21, 0, 0, 0, 20]",90,133.50695861454577
2128,1,5,"[5, 13, 16, 6, 5]","[0, 0, 0, 8, 0]",45,52.3758429708013
2128,2,2,"[18, 6]","[0, 0]",24,22.803622343997056
2128,3,11,"[9, 22, 23, 21, 7, 9, 13, 22, 22, 5, 22]","[0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]",175,186.52822985570373
2129,0,11,"[23, 16, 20, 11, 25, 8, 24, 19, 11, 24, 17]","[0, 0, 0, 0, 0, 0, 48, 7, 0, 0, 0]",198,253.8596176304212
2129,1,11,"[16, 9, 16, 9, 18, 18, 10, 21, 6, 17, 24]","[0, 26, 34, 0, 0, 0, 32, 0, 21, 0, 30]",164,309.13385680991684
2130,0,3,"[18, 20, 14]","[27, 0, 0]",52,83.6534638835375
2130,1,3,"[5, 18, 18]","[0, 0, 0]",41,41.58363619787781
2130,2,5,"[5, 23, 6, 10, 10]","[0, 0, 0, 0, 0]",54,53.42261029663314
2130,3,9,"[14, 18, 6, 10, 6, 14, 23, 18, 7]","[0, 12, 34, 0, 0, 0, 0, 0, 0]",116,165.85457405282057
2130,4,6,"[13, 11, 18, 21, 6, 24]","[0, 0, 0, 0, 0, 0]",93,93.19808810178384
2130,5,4,"[11, 22, 7, 14]","[0, 0, 0, 0]",54,53.872502330425235
2131,0,5,"[20, 5, 21, 25, 16]","[0, 0, 0, 0, 0]",87,87.06169846763399
2131,1,8,"[14, 15, 24, 21, 16, 25, 9, 6]","[47, 23, 0, 0, 10, 0, 0, 0]",130,208.90265666283412
2131,2,8,"[12, 7, 25, 8, 12, 7, 22, 11]","[0, 0, 0, 0, 0, 0, 0, 0]",104,102.6884126344498
2131,3,5,"[11, 18, 5, 23, 25]","[0, 0, 0, 0, 0]",82,84.70515090894698
2131,4,4,"[23, 8, 8, 14]","[35, 0, 0, 0]",53,85.18080749813387
2132,0,7,"[24, 21, 24, 9, 9, 21, 22]","[0, 0, 0, 0, 0, 0, 0]",130,128.87251740036177
2132,1,10,"[22, 14, 18, 9, 11, 9, 7, 21, 6, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",129,126.59875793428286
2132,2,3,"[19, 7, 23]","[0, 39, 0]",49,91.41315981445678
2132,3,6,"[22, 14, 6, 5, 9, 19]","[37, 0, 0, 0, 0, 0]",75,115.83049636909186
2133,0,10,"[17, 25, 24, 8, 20, 19, 13, 20, 14, 18]","[0, 0, 12, 0, 8, 36, 0, 6, 0, 0]",178,241.92430715721568
2133,1,4,"[5, 6, 10, 17]","[0, 0, 0, 7]",38,44.709518231858674
2133,2,8,"[25, 5, 23, 10, 18, 22, 21, 8]","[0, 0, 0, 0, 0, 0, 0, 0]",132,133.34093060779833
2133,3,4,"[19, 23, 23, 9]","[0, 0, 0, 0]",74,78.4973854668641
2134,0,12,"[24, 7, 13, 10, 19, 7, 17, 21, 18, 20, 5, 19]","[0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",180,186.01546246509076
2134,1,1,[23],[0],23,24.322096700999435
2134,2,7,"[14, 5, 25, 21, 20, 14, 16]","[0, 5, 7, 6, 6, 0, 0]",115,140.21345580193568
2134,3,5,"[20, 5, 24, 5, 20]","[0, 0, 0, 0, 0]",74,78.84021370982647
2134,4,5,"[22, 14, 19, 21, 15]","[0, 0, 0, 0, 0]",91,89.70302606555889
2135,0,10,"[14, 5, 9, 12, 6, 24, 22, 10, 24, 14]","[0, 0, 0, 0, 0, 10, 0, 0, 0, 0]",140,149.06489750981473
2135,1,8,"[11, 24, 8, 22, 8, 15, 18, 6]","[0, 0, 10, 0, 0, 0, 0, 15]",112,134.7063491259329
2136,0,11,"[25, 24, 17, 8, 24, 7, 22, 8, 6, 11, 16]","[0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0]",168,204.17123245376393
2136,1,1,[8],[0],8,8.88946419336777
2136,2,12,"[7, 13, 15, 10, 13, 23, 6, 8, 25, 24, 24, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",179,180.52972171474846
2137,0,1,[18],[0],18,20.239045074078696
2137,1,5,"[18, 21, 25, 19, 15]","[0, 0, 8, 0, 14]",98,122.11448869445934
2137,2,5,"[9, 22, 20, 15, 8]","[0, 0, 0, 0, 0]",74,77.92095879527348
2137,3,2,"[7, 9]","[0, 0]",16,13.72930416802139
2137,4,3,"[9, 14, 21]","[0, 8, 0]",44,56.865311773018846
2137,5,5,"[22, 5, 18, 24, 19]","[11, 0, 0, 10, 0]",88,111.25844393308398
2138,0,3,"[21, 8, 6]","[0, 0, 12]",35,51.18286888896162
2138,1,10,"[12, 24, 17, 18, 11, 23, 24, 25, 10, 10]","[0, 58, 0, 0, 0, 0, 0, 0, 0, 0]",174,236.54584520031855
2139,0,3,"[13, 25, 9]","[13, 0, 0]",47,64.56620848266223
2139,1,2,"[10, 25]","[0, 13]",35,47.88119902273957
2139,2,8,"[8, 12, 5, 20, 15, 13, 16, 24]","[0, 0, 0, 0, 0, 0, 7, 0]",113,118.27102934960251
2140,0,10,"[19, 6, 17, 20, 25, 12, 7, 13, 5, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 12]",133,143.83988014545713
2140,1,11,"[6, 7, 6, 19, 9, 10, 22, 19, 17, 5, 23]","[0, 33, 28, 32, 0, 0, 0, 0, 0, 0, 0]",143,238.13971419934796
2140,2,3,"[23, 8, 22]","[0, 0, 0]",53,52.20634074491098
2140,3,7,"[21, 13, 17, 6, 22, 15, 8]","[0, 0, 0, 0, 0, 0, 0]",102,101.74612684425749
2141,0,6,"[17, 17, 11, 11, 23, 11]","[0, 0, 0, 0, 0, 0]",90,87.54939715413865
2141,1,10,"[23, 14, 11, 11, 7, 11, 13, 6, 14, 18]","[0, 9, 41, 0, 0, 0, 0, 0, 0, 0]",128,182.18601370980977
2142,0,3,"[15, 11, 25]","[0, 6, 0]",51,57.736710572365695
2142,1,2,"[14, 10]","[0, 0]",24,21.712979088465385
2142,2,10,"[20, 7, 15, 11, 18, 12, 18, 17, 7, 25]","[0, 26, 0, 38, 0, 0, 41, 0, 0, 35]",150,290.23016672267624
2142,3,6,"[8, 5, 8, 5, 21, 24]","[0, 0, 0, 0, 0, 0]",71,74.74055087003113
2142,4,7,"[17, 11, 21, 15, 6, 16, 9]","[0, 0, 0, 0, 0, 0, 0]",95,94.57766980260433
2143,0,11,"[14, 10, 22, 10, 7, 7, 20, 11, 12, 25, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",145,146.03660881111497
2143,1,5,"[25, 19, 7, 13, 23]","[0, 0, 0, 43, 0]",87,130.8595706696772
2143,2,3,"[6, 8, 15]","[0, 0, 38]",29,67.2061216166279
2143,3,8,"[12, 16, 11, 20, 19, 20, 14, 14]","[0, 0, 0, 0, 0, 11, 0, 0]",126,135.72083438205675
2144,0,8,"[16, 6, 16, 10, 13, 24, 5, 24]","[0, 0, 0, 0, 0, 0, 0, 0]",114,112.88887135350195
2144,1,8,"[19, 6, 25, 16, 19, 7, 16, 21]","[0, 0, 0, 5, 0, 0, 0, 0]",129,131.4460406682062
2144,2,12,"[21, 10, 24, 12, 21, 23, 7, 22, 25, 12, 7, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",209,211.71271347052777
2144,3,1,[24],[0],24,22.773697611293194
2144,4,2,"[12, 18]","[60, 0]",30,94.66739896911864
2145,0,7,"[13, 19, 20, 19, 22, 22, 18]","[0, 0, 0, 7, 59, 0, 0]",133,199.4400602060634
2145,1,10,"[14, 18, 6, 7, 11, 16, 25, 23, 18, 13]","[0, 0, 0, 0, 7, 0, 0, 0, 0, 0]",151,157.33137437698326
2146,0,1,[18],[0],18,21.67054989835897
2146,1,4,"[22, 18, 16, 14]","[5, 0, 0, 0]",70,79.29403326174082
2146,2,11,"[24, 10, 20, 7, 22, 7, 11, 15, 24, 7, 5]","[0, 0, 11, 0, 0, 48, 0, 0, 0, 0, 0]",152,210.38956452002688
2146,3,10,"[20, 6, 25, 5, 9, 11, 16, 21, 11, 21]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",145,144.96127178955408
2146,4,9,"[7, 18, 20, 9, 19, 9, 9, 8, 20]","[0, 0, 0, 0, 0, 10, 0, 0, 0]",119,129.51462176330347
2146,5,4,"[9, 11, 16, 11]","[0, 0, 22, 0]",47,67.46800313456976
2147,0,10,"[24, 18, 17, 25, 12, 16, 23, 5, 9, 16]","[0, 0, 0, 0, 0, 0, 60, 0, 0, 0]",165,227.51860583537575
2147,1,7,"[7, 23, 17, 9, 7, 6, 16]","[0, 0, 0, 0, 0, 0, 0]",85,86.73319535850945
2147,2,2,"[7, 18]","[0, 0]",25,24.543740350206374
2147,3,5,"[18, 24, 7, 10, 6]","[30, 0, 0, 32, 15]",65,145.01730374755084
2147,4,3,"[25, 11, 17]","[7, 0, 0]",53,60.84762100087912
2147,5,5,"[11, 13, 20, 6, 15]","[0, 0, 0, 0, 0]",65,64.78556741504217
2148,0,4,"[11, 24, 9, 24]","[0, 0, 0, 6]",68,74.74746861180235
2148,1,6,"[15, 13, 21, 17, 17, 15]","[0, 0, 0, 0, 0, 0]",98,97.2920388408329
2148,2,12,"[22, 20, 22, 18, 25, 7, 11, 13, 5, 10, 23, 8]","[0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 14]",184,234.89211372518147
2149,0,5,"[15, 11, 7, 19, 22]","[0, 0, 0, 0, 0]",74,71.12921981487558
2149,1,12,"[9, 25, 22, 14, 25, 14, 18, 21, 24, 16, 8, 23]","[0, 0, 0, 0, 46, 0, 0, 0, 0, 6, 0, 30]",219,303.7852620336986
2149,2,12,"[25, 18, 22, 7, 15, 8, 25, 15, 19, 17, 18, 14]","[0, 0, 0, 58, 0, 0, 0, 14, 0, 58, 37, 0]",203,369.65302068899325
2149,3,5,"[22, 6, 18, 16, 10]","[30, 0, 42, 0, 39]",72,183.5482543886789
2149,4,3,"[15, 9, 16]","[0, 0, 0]",40,44.940269316433714
2149,5,3,"[25, 9, 18]","[0, 0, 0]",52,51.30306286096287
2150,0,12,"[18, 22, 11, 24, 11, 7, 16, 9, 13, 23, 23, 16]","[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0]",193,198.3240009674427
2150,1,12,"[8, 24, 14, 6, 10, 20, 22, 20, 15, 18, 14, 25]","[0, 0, 0, 0, 0, 0, 0, 14, 7, 0, 0, 0]",196,216.51125493221903
2150,2,11,"[18, 21, 8, 5, 5, 19, 12, 22, 6, 14, 19]","[0, 0, 0, 0, 0, 0, 30, 0, 0, 57, 0]",149,240.47804488018224
2150,3,8,"[7, 5, 17, 19, 25, 22, 12, 19]","[13, 50, 0, 38, 0, 29, 0, 0]",126,254.23783854808386
2150,4,12,"[11, 22, 5, 25, 23, 23, 16, 17, 11, 22, 13, 5]","[0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 5]",193,228.3237015156808
2151,0,4,"[7, 6, 10, 15]","[0, 0, 0, 0]",38,36.79917018704533
2151,1,7,"[8, 21, 8, 25, 18, 18, 14]","[22, 0, 0, 13, 0, 0, 0]",112,147.89261978167127
2151,2,8,"[17, 22, 8, 7, 10, 15, 14, 15]","[0, 0, 0, 0, 0, 38, 0, 0]",108,147.8347716676673
